video_name,gt_label,gt_class,clear_label,clear_class,clear_conf,target_label,target_class,attacked_label,attacked_class,attacked_conf,benign_conf,psnr,ssim,mse,lpips,vmaf,time,iter_count,query_count
/work/data/kinetics400/k400_test/k400_test/test/0wddyCGKafY_000045_000055.mp4,high kick,152,side kick,302,0.23103149235248566,clean and jerk,59,clean and jerk,59,0.6033899188041687,0.23118337988853455,36.344602766219374,0.8643025534899366,15.087597312644675,0.1811273694038391,91.53255,20.417704582214355,5,0
/work/data/kinetics400/k400_test/k400_test/test/2QchZjI9t8Y_000026_000036.mp4,drinking beer,101,drinking shots,102,0.1319727748632431,skiing slalom,310,skiing slalom,310,0.5698598027229309,0.1320267915725708,35.690997124479736,0.8794693516609747,17.538023530183015,0.1470756232738495,96.681097,21.653325080871582,5,0
/work/data/kinetics400/k400_test/k400_test/test/-Taqg91Q2gc_000086_000096.mp4,swimming butterfly stroke,341,swimming butterfly stroke,341,0.608008086681366,planting trees,215,planting trees,215,0.5588353872299194,0.6072056293487549,32.884272510775865,0.8539562519759356,33.469799427173754,0.09270124137401581,83.138752,29.008013486862183,7,0
/work/data/kinetics400/k400_test/k400_test/test/1ttoN9ctd0k_000053_000063.mp4,running on treadmill,281,running on treadmill,281,0.9501147270202637,canoeing or kayaking,42,canoeing or kayaking,42,0.5844549536705017,0.951295018196106,36.225724627892184,0.9175675702287336,15.506289862738715,0.11982323229312897,94.436293,7.026550054550171,5,0
/work/data/kinetics400/k400_test/k400_test/test/1oLzc8GaLy8_000029_000039.mp4,blasting sand,23,blasting sand,23,0.9043188095092773,doing aerobics,95,doing aerobics,95,0.5229506492614746,0.9050397276878357,32.39948101086,0.8072442545439269,37.4224537037037,0.2642638683319092,64.436158,14.417166709899902,8,0
/work/data/kinetics400/k400_test/k400_test/test/-Ar5MuXh6VI_000004_000014.mp4,hockey stop,154,ice skating,164,0.5197789669036865,building shed,39,building shed,39,0.5315350294113159,0.5199023485183716,31.157782084857573,0.7441949850526398,49.80834968738653,0.3376493752002716,84.694376,22.993074417114258,11,0
/work/data/kinetics400/k400_test/k400_test/test/1eyGF8mfNQw_000194_000204.mp4,rock climbing,278,rock climbing,278,0.7530146837234497,testifying,354,testifying,354,0.5245197415351868,0.7530511021614075,33.06558111238896,0.8746008729327833,32.10127260159465,0.14852775633335114,86.487249,16.279927253723145,7,0
/work/data/kinetics400/k400_test/k400_test/test/1q78VQqIUbI_000203_000213.mp4,dancing charleston,85,salsa dancing,283,0.26273104548454285,bookbinding,29,bookbinding,29,0.5021459460258484,0.26270443201065063,32.85511665294397,0.7235199027747355,33.69525097995334,0.11249349266290665,86.691571,29.924744129180908,8,0
/work/data/kinetics400/k400_test/k400_test/test/0S4fymrUcyc_000007_000017.mp4,sword fighting,345,sword fighting,345,0.15339143574237823,paragliding,205,paragliding,205,0.6177545189857483,0.15316222608089447,35.31909392234236,0.8837403920649672,19.10605258178711,0.10293073952198029,99.803203,27.782337188720703,5,0
/work/data/kinetics400/k400_test/k400_test/test/-RRtSAgGApc_000016_000026.mp4,cutting nails,81,cutting nails,81,0.673970639705658,trapezing,364,trapezing,364,0.5566558241844177,0.6748700737953186,38.31815719234454,0.9055357164050799,9.577775247079355,0.11282677948474884,94.172688,25.066076278686523,4,0
/work/data/kinetics400/k400_test/k400_test/test/-Nj3XmZ7YBM_000107_000117.mp4,changing oil,52,changing oil,52,0.9621585607528687,blowing out candles,27,blowing out candles,27,0.5097439885139465,0.9630261063575745,36.049580297191795,0.8960779111450403,16.14813349971065,0.10264857858419418,91.597671,26.36074733734131,5,0
/work/data/kinetics400/k400_test/k400_test/test/-pBiJnwK2oc_000050_000060.mp4,cleaning toilet,64,cleaning toilet,64,0.9999805092811584,skiing slalom,310,skiing slalom,310,0.61978679895401,0.9999801516532898,33.99160030095446,0.8272647552863649,25.937035160771124,0.24710588157176971,83.684802,31.792178630828857,7,0
/work/data/kinetics400/k400_test/k400_test/test/-08En2aQklI_000233_000243.mp4,building cabinet,38,building cabinet,38,0.8185079097747803,throwing discus,358,throwing discus,358,0.5638958215713501,0.8178701400756836,31.713467100964472,0.7690987549720728,43.826183296486185,0.14357665181159973,84.057932,33.620773792266846,8,0
/work/data/kinetics400/k400_test/k400_test/test/-IHwhSActzk_000030_000040.mp4,juggling fire,170,juggling fire,170,0.7740166783332825,breading or breadcrumbing,33,breading or breadcrumbing,33,0.5127861499786377,0.7749632000923157,31.4043280881622,0.6663301869053407,47.059526385271994,0.21172690391540527,84.607268,46.4219434261322,15,0
/work/data/kinetics400/k400_test/k400_test/test/0nE03ePMHI8_000029_000039.mp4,playing clarinet,225,playing trombone,247,0.3765164613723755,cleaning pool,62,cleaning pool,62,0.7069582939147949,0.3777749836444855,34.162483018743124,0.8714716455513516,24.936302575005424,0.10045846551656723,94.39136,25.53856635093689,6,0
/work/data/kinetics400/k400_test/k400_test/test/-8Appls4ZFg_000236_000246.mp4,making pizza,188,making pizza,188,0.6286417841911316,exercising with an exercise ball,120,exercising with an exercise ball,120,0.5103745460510254,0.6285668015480042,36.15456765920124,0.9172476960727906,15.762445390183133,0.09028081595897675,93.849208,17.867438793182373,5,0
/work/data/kinetics400/k400_test/k400_test/test/-0tnFi1az8k_000014_000024.mp4,bench pressing,19,bench pressing,19,0.9998416304588318,presenting weather forecast,254,presenting weather forecast,254,0.5128270387649536,0.9998430609703064,31.118909274556877,0.7940971700767558,50.25617523984556,0.13930460810661316,82.84986,36.11091423034668,10,0
/work/data/kinetics400/k400_test/k400_test/test/-ek3zFzo560_000537_000547.mp4,answering questions,2,arranging flowers,7,0.35654816031455994,passing American football (in game),208,passing American football (in game),208,0.5140055418014526,0.3567589521408081,32.6917850405274,0.71533517761789,34.98660942925347,0.26569828391075134,78.741338,33.219759702682495,17,0
/work/data/kinetics400/k400_test/k400_test/test/-zWLKc6CjTY_000056_000066.mp4,riding unicycle,275,riding unicycle,275,0.7619409561157227,clay pottery making,58,clay pottery making,58,0.5015402436256409,0.7614076733589172,30.948974840837362,0.7706994725667146,52.26162107956608,0.28971248865127563,92.825488,20.512887954711914,14,0
/work/data/kinetics400/k400_test/k400_test/test/0DqjuG09Xls_000122_000132.mp4,testifying,354,testifying,354,0.9999869465827942,diving cliff,93,testifying,354,0.9999868273735046,0.9999868273735046,inf,1.0,0.0,0.001103315269574523,97.851011,37.20942807197571,20,0
/work/data/kinetics400/k400_test/k400_test/test/0LGDPVwWMhg_000009_000019.mp4,swing dancing,342,salsa dancing,283,0.25094521045684814,pumping gas,257,pumping gas,257,0.5000017881393433,0.25054609775543213,30.53183664046462,0.7674420667357973,57.53030769630715,0.11615195125341415,91.467601,41.96090817451477,14,0
/work/data/kinetics400/k400_test/k400_test/test/-pyFr1WZPbM_000032_000042.mp4,cutting watermelon,83,cutting watermelon,83,0.9552069306373596,skiing slalom,310,skiing slalom,310,0.5119054317474365,0.9551631212234497,31.58758234079716,0.7318766919729182,45.11512103045428,0.19107243418693542,87.231021,37.34195899963379,10,0
/work/data/kinetics400/k400_test/k400_test/test/1yYHLBmC3f4_000003_000013.mp4,climbing a rope,66,climbing a rope,66,0.936625063419342,jetskiing,167,jetskiing,167,0.6309152841567993,0.9372618794441223,33.93855675115922,0.8478659339719279,26.255765552662037,0.23130741715431213,86.64158,15.830755949020386,7,0
/work/data/kinetics400/k400_test/k400_test/test/0GesW7F0eN8_000011_000021.mp4,pushing wheelchair,263,pushing wheelchair,263,0.9906731247901917,playing controller,226,playing controller,226,0.5728217363357544,0.9906333088874817,32.671463397519894,0.7801002281018781,35.150703482168694,0.2582833766937256,89.039463,19.84679079055786,8,0
/work/data/kinetics400/k400_test/k400_test/test/-dhP2AH0eqI_000141_000151.mp4,checking tires,54,checking tires,54,0.977443277835846,doing aerobics,95,doing aerobics,95,0.5598072409629822,0.9776492714881897,32.80892005476547,0.7642431990094218,34.05558582221137,0.2087770402431488,87.034929,39.83509922027588,9,0
/work/data/kinetics400/k400_test/k400_test/test/14Z2DC05cIg_000019_000029.mp4,playing kickball,237,catching or throwing softball,50,0.1972586065530777,arranging flowers,7,arranging flowers,7,0.5070106983184814,0.19808591902256012,32.389980978569916,0.8013647221323039,37.504403545238354,0.129328191280365,92.076549,27.646814346313477,7,0
/work/data/kinetics400/k400_test/k400_test/test/1DzvlrKhmZI_000002_000012.mp4,shaking head,289,news anchoring,202,0.333276629447937,passing American football (in game),208,passing American football (in game),208,0.6039026379585266,0.3272901177406311,31.410543857143885,0.7679262569142891,46.992221381293405,0.3072780966758728,76.289876,21.100383281707764,10,0
/work/data/kinetics400/k400_test/k400_test/test/2UFYQtLCPZ8_000136_000146.mp4,massaging person's head,196,shaving head,292,0.33199602365493774,playing paintball,240,playing paintball,240,0.5171293020248413,0.3328539729118347,36.19043147207739,0.9239736609109432,15.632815907796225,0.05369013547897339,94.65456,24.627655744552612,5,0
/work/data/kinetics400/k400_test/k400_test/test/1LWUlv7twOg_000057_000067.mp4,answering questions,2,writing,396,0.7124783992767334,crossing river,78,crossing river,78,0.41983169317245483,0.7087597250938416,30.67728893086062,0.7711485056323221,55.63543240469473,0.20385393500328064,76.249888,40.305999517440796,20,0
/work/data/kinetics400/k400_test/k400_test/test/0YhNlD9Z5pw_000016_000026.mp4,shaking head,289,pumping fist,256,0.2542189061641693,skiing slalom,310,skiing slalom,310,0.6091130971908569,0.2527061104774475,37.757206099834605,0.9115863804668356,10.898324899262688,0.15068742632865906,91.577226,12.35160517692566,4,0
/work/data/kinetics400/k400_test/k400_test/test/0hu29nUZELQ_000001_000011.mp4,mowing lawn,201,mowing lawn,201,0.8621879816055298,skiing slalom,310,skiing slalom,310,0.5300204753875732,0.8623382449150085,30.942734236504297,0.9055098103600265,52.33677251519097,0.12639115750789642,93.179381,18.10940670967102,12,0
/work/data/kinetics400/k400_test/k400_test/test/11xzcHo4Ts8_000000_000010.mp4,tickling,359,washing feet,380,0.11680877953767776,catching or throwing frisbee,49,catching or throwing frisbee,49,0.5935895442962646,0.11573281139135361,34.00856238656376,0.8771988845951642,25.83593136935764,0.16093042492866516,98.190479,13.058831214904785,6,0
/work/data/kinetics400/k400_test/k400_test/test/0vJAFezLPhI_000021_000031.mp4,snowmobiling,324,snowmobiling,324,0.8902614712715149,weaving basket,390,weaving basket,390,0.6293883323669434,0.89039546251297,34.56867131940015,0.8487204730920199,22.709795786539715,0.209515780210495,98.332001,30.475719213485718,6,0
/work/data/kinetics400/k400_test/k400_test/test/0ygbcm02tLs_000002_000012.mp4,playing organ,239,playing organ,239,0.9730018973350525,presenting weather forecast,254,presenting weather forecast,254,0.41981521248817444,0.973646342754364,32.44141909705264,0.7298202243934249,37.06281921009958,0.2696230709552765,88.108528,29.074598789215088,20,0
/work/data/kinetics400/k400_test/k400_test/test/-wwCJVLbKFI_000108_000118.mp4,bending back,20,bending back,20,0.697958767414093,playing controller,226,playing controller,226,0.5288774371147156,0.6993927359580994,31.030377801071616,0.8519122401858098,51.29116703739873,0.11195127665996552,76.889461,26.061885118484497,13,0
/work/data/kinetics400/k400_test/k400_test/test/-74c73MiIes_001409_001419.mp4,assembling computer,8,assembling computer,8,0.9990454316139221,juggling fire,170,juggling fire,170,0.556581437587738,0.9990665316581726,37.25591064220167,0.9462523744328555,12.231769730179398,0.05395297333598137,91.922992,12.930739164352417,5,0
